,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
1096,5f6c27206d99ef02106d72b0,Tenergy 05 vs Nittaku Fastarc G-1,"Shots and serves are also very precise, thanks to the grip and hard sponge.",descriptive,"Shots and serves are also very precise, thanks to the grip and hard sponge.","['Shots', 'and', 'serves', 'are', 'also', 'very', 'precise', ',', 'thanks', 'to', 'the', 'grip', 'and', 'hard', 'sponge', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1098,5f6c27206d99ef02106d72b0,Tenergy 05 vs Nittaku Fastarc G-1,"Rhyzm is very dynamic and bouncy, so in chopping and fishing it's quite wild to use.",descriptive,"JOOLA-Rhyzm is very dynamic and bouncy, so in chopping and fishing it's quite wild to use.","['JOOLA-Rhyzm', 'is', 'very', 'dynamic', 'and', 'bouncy', ',', 'so', 'in', 'chopping', 'and', 'fishing', 'it', ""'s"", 'quite', 'wild', 'to', 'use', '.']",['JOOLA-Rhyzm'],[0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1100,5f6c27206d99ef02106d72b0,Tenergy 05 vs Nittaku Fastarc G-1,With Rhyzm defence is often all over the place.,descriptive,With JOOLA-Rhyzm defence is often all over the place.,"['With', 'JOOLA-Rhyzm', 'defence', 'is', 'often', 'all', 'over', 'the', 'place', '.']",['JOOLA-Rhyzm'],[5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1102,5f6c27206d99ef02106d72b0,Tenergy 05 vs Nittaku Fastarc G-1,"The Rhyzm gives best possible ""juice"" and sidespin in fishing defence, but on the other hand control is lacking.",descriptive,"The JOOLA-Rhyzm gives best possible ""juice"" and sidespin in fishing defence, but on the other hand control is lacking.","['The', 'JOOLA-Rhyzm', 'gives', 'best', 'possible', '``', 'juice', ""''"", 'and', 'sidespin', 'in', 'fishing', 'defence', ',', 'but', 'on', 'the', 'other', 'hand', 'control', 'is', 'lacking', '.']",['JOOLA-Rhyzm'],[4],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"[104, 16]","['less', 'greater']","['lack', 'best']",[],[],[],[]
1141,5f6c27216d99ef02106d72b1,Big Dipper vs Apollo 5,I guess I'd better not get used to BD as my primary FH rubber then.Mine was pretty tacky (was able to hold the ball for ~10 sec) and had plastic sheets on both the topsheet and the sponge.,descriptive,I guess I'd better not get used to BD as my primary FH rubber then.Mine was pretty tacky (was able to hold the ball for ~10 sec) and had plastic sheets on both the topsheet and the sponge.,"['I', 'guess', 'I', ""'d"", 'better', 'not', 'get', 'used', 'to', 'BD', 'as', 'my', 'primary', 'FH', 'rubber', 'then.Mine', 'was', 'pretty', 'tacky', '(', 'was', 'able', 'to', 'hold', 'the', 'ball', 'for', '~10', 'sec', ')', 'and', 'had', 'plastic', 'sheets', 'on', 'both', 'the', 'topsheet', 'and', 'the', 'sponge', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[12],['greater'],['better'],[],[],[],[]
1154,5f6c27256d99ef02106d72b3,Big Dipper 38 deg vs 39 vs 40,"I've read on other forums that 40 deg Big Dipper doesn't play too well, too much ball slippage.",descriptive,"I've read on other forums that 40 deg Galaxy-Big-Dipper doesn't play too well, too much ball slippage.","['I', ""'ve"", 'read', 'on', 'other', 'forums', 'that', '40', 'deg', 'Galaxy-Big-Dipper', 'does', ""n't"", 'play', 'too', 'well', ',', 'too', 'much', 'ball', 'slippage', '.']",['Galaxy-Big-Dipper'],[39],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[62],['less'],['too '],[],[],[],[]
1157,5f6c27256d99ef02106d72b3,Big Dipper 38 deg vs 39 vs 40,"It's great on my Avalox Ruiba, which is mediumish speed and fairly stiff / linear (no real spring).",descriptive,"It's great on my Avalox Ruiba, which is mediumish speed and fairly stiff / linear (no real spring).","['It', ""'s"", 'great', 'on', 'my', 'Avalox', 'Ruiba', ',', 'which', 'is', 'mediumish', 'speed', 'and', 'fairly', 'stiff', '/', 'linear', '(', 'no', 'real', 'spring', ')', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1159,5f6c27256d99ef02106d72b3,Big Dipper 38 deg vs 39 vs 40,"Still has heaps of speed, but the throw is a bit more dynamic than I would like.",descriptive,"Still has heaps of speed, but the throw is a bit more dynamic than I would like.","['Still', 'has', 'heaps', 'of', 'speed', ',', 'but', 'the', 'throw', 'is', 'a', 'bit', 'more', 'dynamic', 'than', 'I', 'would', 'like', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[49],['greater'],['more'],[],[],[],[]
1162,5f6c27256d99ef02106d72b3,Big Dipper 38 deg vs 39 vs 40,It's also pretty good on my KTL black coffee.,descriptive,It's also pretty good on my KTL black coffee.,"['It', ""'s"", 'also', 'pretty', 'good', 'on', 'my', 'KTL', 'black', 'coffee', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[33],['less'],['lack'],[],[],[],[]
1169,5f6c27256d99ef02106d72b3,Big Dipper 38 deg vs 39 vs 40,It's really slow and dead.,descriptive,It's really slow and dead.,"['It', ""'s"", 'really', 'slow', 'and', 'dead', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[13],['less'],['low'],[12],['less'],['slow'],['speed']
1221,5f6c27486d99ef02106d72c8,Tibhar Evolution MX-P vs Butterfly Tenergy 64,"If you like spinny, still well paced rubbers, MXP is for you.",descriptive,"If you like spinny, still well paced rubbers, Tibhar-Evolution-MX-P is for you.","['If', 'you', 'like', 'spinny', ',', 'still', 'well', 'paced', 'rubbers', ',', 'Tibhar-Evolution-MX-P', 'is', 'for', 'you', '.']",['Tibhar-Evolution-MX-P'],[48],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[12],['greater'],['spinny'],[],[],[],[]
1233,5f6c27486d99ef02106d72c8,Tibhar Evolution MX-P vs Butterfly Tenergy 64,"Sort of a clicky,speed glue sound.It's also good for lifting heavy chop.I missed a lot of forehand drives with it on my first session but I'm still not quite dialled in to the angle of bat it needs.I really love the feel of this rubber like no other.",descriptive,"Sort of a clicky,speed glue sound.It's also good for lifting heavy chop.I missed a lot of forehand drives with it on my first session but I'm still not quite dialled in to the angle of bat it needs.I really love the feel of this rubber like no other.","['Sort', 'of', 'a', 'clicky', ',', 'speed', 'glue', 'sound.It', ""'s"", 'also', 'good', 'for', 'lifting', 'heavy', 'chop.I', 'missed', 'a', 'lot', 'of', 'forehand', 'drives', 'with', 'it', 'on', 'my', 'first', 'session', 'but', 'I', ""'m"", 'still', 'not', 'quite', 'dialled', 'in', 'to', 'the', 'angle', 'of', 'bat', 'it', 'needs.I', 'really', 'love', 'the', 'feel', 'of', 'this', 'rubber', 'like', 'no', 'other', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[44],['greater'],['good for'],[],[],[],[]
1238,5f6c276b4272aba9ab775676,Xiom Vega Japan vs Xiom Vega Tour ,I am using Vega Asia df and it really does grip the ball well especially on serves and I much prefer it to Japan which did not suit my all-round medium pace game style.,descriptive,I am using Xiom-Vega-Asia-DF and it really does grip the ball well especially on serves and I much prefer it to Japan which did not suit my all-round medium pace game style.,"['I', 'am', 'using', 'Xiom-Vega-Asia-DF', 'and', 'it', 'really', 'does', 'grip', 'the', 'ball', 'well', 'especially', 'on', 'serves', 'and', 'I', 'much', 'prefer', 'it', 'to', 'Japan', 'which', 'did', 'not', 'suit', 'my', 'all-round', 'medium', 'pace', 'game', 'style', '.']",['Xiom-Vega-Asia-DF'],[11],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[94],['greater'],['prefer'],[],[],[],[]
1242,5f6c276b4272aba9ab775676,Xiom Vega Japan vs Xiom Vega Tour ,"Japan needs hard strokes to get the best out of it, lacks feel and can be a bit slippy with the plastic ball.There is however two brand new Vega series rubbers DEF and TOUR both of which claim to be designed for the plastic ball.",descriptive,"Japan needs hard strokes to get the best out of it, lacks feel and can be a bit slippy with the plastic ball.There is however two brand new Vega series rubbers DEF and TOUR both of which claim to be designed for the plastic ball.","['Japan', 'needs', 'hard', 'strokes', 'to', 'get', 'the', 'best', 'out', 'of', 'it', ',', 'lacks', 'feel', 'and', 'can', 'be', 'a', 'bit', 'slippy', 'with', 'the', 'plastic', 'ball.There', 'is', 'however', 'two', 'brand', 'new', 'Vega', 'series', 'rubbers', 'DEF', 'and', 'TOUR', 'both', 'of', 'which', 'claim', 'to', 'be', 'designed', 'for', 'the', 'plastic', 'ball', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[52, 36]","['less', 'greater']","['lack', 'best']",[],[],[],[]
1256,5f6c277d4272aba9ab77567f,Chinese vs Euro,it's a bit more of a catapault/spring effect.,descriptive,it's a bit more of a catapault/spring effect.,"['it', ""'s"", 'a', 'bit', 'more', 'of', 'a', 'catapault/spring', 'effect', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[11],['greater'],['more'],[],[],[],[]
1272,5f6c277d4272aba9ab77567f,Chinese vs Euro,You get a bit more force upwards and more curve and a slightly slower ball.Chinese style is more lifting the ball with your legs and the bat forces the ball more foreward.,descriptive,You get a bit more force upwards and more curve and a slightly slower ball.Chinese style is more lifting the ball with your legs and the bat forces the ball more foreward.,"['You', 'get', 'a', 'bit', 'more', 'force', 'upwards', 'and', 'more', 'curve', 'and', 'a', 'slightly', 'slower', 'ball.Chinese', 'style', 'is', 'more', 'lifting', 'the', 'ball', 'with', 'your', 'legs', 'and', 'the', 'bat', 'forces', 'the', 'ball', 'more', 'foreward', '.']",[],[],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[64, 14]","['less', 'greater']","['low', 'more']",[63],['less'],['slower'],['speed']
1290,5f6c277d4272aba9ab77567f,Chinese vs Euro,"I find this style of rubber to be more forgiving, and requiring less effort to generate speed/power..",descriptive,"I find this style of rubber to be more forgiving, and requiring less effort to generate speed/power..","['I', 'find', 'this', 'style', 'of', 'rubber', 'to', 'be', 'more', 'forgiving', ',', 'and', 'requiring', 'less', 'effort', 'to', 'generate', 'speed/power', '..']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[64, 34]","['less', 'greater']","['less', 'more']",[],[],[],[]
1301,5f6c277d4272aba9ab77567f,Chinese vs Euro,"Euro rubbers are too fast and doesn't ""hold"" the ball well to get that kind of trajectory.",descriptive,"Euro rubbers are too fast and doesn't ""hold"" the ball well to get that kind of trajectory.","['Euro', 'rubbers', 'are', 'too', 'fast', 'and', 'does', ""n't"", '``', 'hold', ""''"", 'the', 'ball', 'well', 'to', 'get', 'that', 'kind', 'of', 'trajectory', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[17],['less'],['too '],[],[],[],[]
1306,5f6c277d4272aba9ab77567f,Chinese vs Euro,They used Euro rubbers and could loop powerfully from anywhere because they had powerful technique.,descriptive,They used Euro rubbers and could loop powerfully from anywhere because they had powerful technique.,"['They', 'used', 'Euro', 'rubbers', 'and', 'could', 'loop', 'powerfully', 'from', 'anywhere', 'because', 'they', 'had', 'powerful', 'technique', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1314,5f6c277d4272aba9ab77567f,Chinese vs Euro,Then I switched to Yasaka extra with Haifu whale and did instantly tell it was slower.,descriptive,Then I switched to Yasaka extra with Haifu whale and did instantly tell it was slower.,"['Then', 'I', 'switched', 'to', 'Yasaka', 'extra', 'with', 'Haifu', 'whale', 'and', 'did', 'instantly', 'tell', 'it', 'was', 'slower', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[80],['less'],['low'],[79],['less'],['slower'],['speed']
1336,5f6c277d4272aba9ab77567f,Chinese vs Euro,The Chinese use H3 for the control over the table ( the short game) rather than added power in the loops.Iskandar,descriptive,The Chinese use DHS-Hurricane-3 for the control over the table ( the short game) rather than added power in the loops.Iskandar,"['The', 'Chinese', 'use', 'DHS-Hurricane-3', 'for', 'the', 'control', 'over', 'the', 'table', '(', 'the', 'short', 'game', ')', 'rather', 'than', 'added', 'power', 'in', 'the', 'loops.Iskandar']",['DHS-Hurricane-3'],[16],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1361,5f6c278d4272aba9ab77568a,Sponge difference 1.7 vs 1.9 vs 2.1 inverted,Doesn't take long to get used to though.The downside is the spin/speed on loops.,descriptive,Doesn't take long to get used to though.The downside is the spin/speed on loops.,"['Does', ""n't"", 'take', 'long', 'to', 'get', 'used', 'to', 'though.The', 'downside', 'is', 'the', 'spin/speed', 'on', 'loops', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1367,5f6c27be4272aba9ab7756a6,victas vs 402 limber and Double extra,The second one pushes and blocks OK but it absolutely useless for blocks and topspin...       Iskandar,descriptive,The second one pushes and blocks OK but it absolutely useless for blocks and topspin...       Iskandar,"['The', 'second', 'one', 'pushes', 'and', 'blocks', 'OK', 'but', 'it', 'absolutely', 'useless', 'for', 'blocks', 'and', 'topspin', '...', 'Iskandar']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,[57],['less'],['less'],[],[],[],[]
1382,5f6c27de4272aba9ab7756bb,TIBHAR NIMBUS VS DONIC BLUEFIRE M3,I would personally go for Bluefire from what I've read,descriptive,I would personally go for Donic-Bluefire from what I've read,"['I', 'would', 'personally', 'go', 'for', 'Donic-Bluefire', 'from', 'what', 'I', ""'ve"", 'read']",['Donic-Bluefire'],[26],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1383,5f6c27de4272aba9ab7756bb,TIBHAR NIMBUS VS DONIC BLUEFIRE M3,"Bluefires much more well, and a lot of high level players use it.",descriptive,"Bluefires much more well, and a lot of high level players use it.","['Bluefires', 'much', 'more', 'well', ',', 'and', 'a', 'lot', 'of', 'high', 'level', 'players', 'use', 'it', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[15],['greater'],['more'],[],[],[],[]
1385,5f6c28094272aba9ab7756d3,Andro Rasanter vs Donic Bluestorm,"Rasanter & Bluestorm are the same generation rubbers, using exactly the same technology, provided by the same Factory in Germany (ESN).However the different manufacturers can still tweak the rubber & sponge to make some differences between the rubbers, like pimple length, sponge hardness, etc.It would be really useful if someone, who's tried both Rasanter & Bluestorm, the tell us the differences, and which of the Rasanter/Bluestrom are the most similar.The Z2 is certainly a very spinny rubber.",descriptive,"Andro-Rasanter & Bluestorm are the same generation rubbers, using exactly the same technology, provided by the same Factory in Germany (ESN-rubbers).However the different manufacturers can still tweak the rubber & sponge to make some differences between the rubbers, like pimple length, sponge hardness, etc.It would be really useful if someone, who's tried both Andro-Rasanter & Bluestorm, the tell us the differences, and which of the Andro-Rasanter/Bluestrom are the most similar.The Donic-Bluestorm-Z2 is certainly a very spinny rubber.","['Andro-Rasanter', '&', 'Bluestorm', 'are', 'the', 'same', 'generation', 'rubbers', ',', 'using', 'exactly', 'the', 'same', 'technology', ',', 'provided', 'by', 'the', 'same', 'Factory', 'in', 'Germany', '(', 'ESN-rubbers', ')', '.However', 'the', 'different', 'manufacturers', 'can', 'still', 'tweak', 'the', 'rubber', '&', 'sponge', 'to', 'make', 'some', 'differences', 'between', 'the', 'rubbers', ',', 'like', 'pimple', 'length', ',', 'sponge', 'hardness', ',', 'etc.It', 'would', 'be', 'really', 'useful', 'if', 'someone', ',', 'who', ""'s"", 'tried', 'both', 'Andro-Rasanter', '&', 'Bluestorm', ',', 'the', 'tell', 'us', 'the', 'differences', ',', 'and', 'which', 'of', 'the', 'Andro-Rasanter/Bluestrom', 'are', 'the', 'most', 'similar.The', 'Donic-Bluestorm-Z2', 'is', 'certainly', 'a', 'very', 'spinny', 'rubber', '.']","['Andro-Rasanter', 'ESN-rubbers', 'Andro-Rasanter', 'Donic-Bluestorm-Z2']","[0, 139, 373, 499]",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[484, 449, 29]","['greater', 'equal', 'equal']","['spinny', 'similar', 'same']",[],[],[],[]
1395,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,729 gets slick but 999T is pretty usable even when it's humid.,descriptive,729 gets slick but 999T is pretty usable even when it's humid.,"['729', 'gets', 'slick', 'but', '999T', 'is', 'pretty', 'usable', 'even', 'when', 'it', ""'s"", 'humid', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
1403,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"Tacky will have a slight lag in ball take off, a hold and release feel.",descriptive,"Tacky will have a slight lag in ball take off, a hold and release feel.","['Tacky', 'will', 'have', 'a', 'slight', 'lag', 'in', 'ball', 'take', 'off', ',', 'a', 'hold', 'and', 'release', 'feel', '.']",[],[],0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1414,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"I think at least somewhat tacky helps with both looping and chopping, as well as serving, but requires reading incoming spin better.",descriptive,"I think at least somewhat tacky helps with both looping and chopping, as well as serving, but requires reading incoming spin better.","['I', 'think', 'at', 'least', 'somewhat', 'tacky', 'helps', 'with', 'both', 'looping', 'and', 'chopping', ',', 'as', 'well', 'as', 'serving', ',', 'but', 'requires', 'reading', 'incoming', 'spin', 'better', '.']",[],[],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[11, 125]","['less', 'greater']","['least', 'better']",[],[],[],[]
1416,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"It is also noticeably slower, but might ber fast enough to attack with the right strokes, and does chop well because the chops have tremendous spin.",descriptive,"It is also noticeably slower, but might ber fast enough to attack with the right strokes, and does chop well because the chops have tremendous spin.","['It', 'is', 'also', 'noticeably', 'slower', ',', 'but', 'might', 'ber', 'fast', 'enough', 'to', 'attack', 'with', 'the', 'right', 'strokes', ',', 'and', 'does', 'chop', 'well', 'because', 'the', 'chops', 'have', 'tremendous', 'spin', '.']",[],[],1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[23],['less'],['low'],[22],['less'],['slower'],['speed']
1424,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"Its quite heavy, but is at least somewhat tacky and gets great spin on serves, and after I cut down the blade to closer to normal sized yesterday, I was able to hit a bit better with it.",descriptive,"Its quite heavy, but is at least somewhat tacky and gets great spin on serves, and after I cut down the blade to closer to normal sized yesterday, I was able to hit a bit better with it.","['Its', 'quite', 'heavy', ',', 'but', 'is', 'at', 'least', 'somewhat', 'tacky', 'and', 'gets', 'great', 'spin', 'on', 'serves', ',', 'and', 'after', 'I', 'cut', 'down', 'the', 'blade', 'to', 'closer', 'to', 'normal', 'sized', 'yesterday', ',', 'I', 'was', 'able', 'to', 'hit', 'a', 'bit', 'better', 'with', 'it', '.']",[],[],1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"[27, 171, 113]","['less', 'greater', 'equal']","['least', 'better', 'closer to']",[],[],[],[]
1433,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"The Victas VS 401 fits this criteria, except that it's relatively heavy.",descriptive,"The Victas VS 401 fits this criteria, except that it's relatively heavy.","['The', 'Victas', 'VS', '401', 'fits', 'this', 'criteria', ',', 'except', 'that', 'it', ""'s"", 'relatively', 'heavy', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1434,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,It's tremendous for chopping though and has plenty pf speed for hitting.,descriptive,It's tremendous for chopping though and has plenty pf speed for hitting.,"['It', ""'s"", 'tremendous', 'for', 'chopping', 'though', 'and', 'has', 'plenty', 'pf', 'speed', 'for', 'hitting', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1437,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"That also has helped my inverted chopping vs big loops because I can get more racket speed on the chops, which is needed or I pop the ball up.",descriptive,"That also has helped my inverted chopping vs big loops because I can get more racket speed on the chops, which is needed or I pop the ball up.","['That', 'also', 'has', 'helped', 'my', 'inverted', 'chopping', 'vs', 'big', 'loops', 'because', 'I', 'can', 'get', 'more', 'racket', 'speed', 'on', 'the', 'chops', ',', 'which', 'is', 'needed', 'or', 'I', 'pop', 'the', 'ball', 'up', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[73],['greater'],['more'],[],[],[],[]
1439,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"You ought to try LKT XT Pro, light, tacky, very spinny, great for chopping, blocking, serves, hitting and top spinning!Oh and cheap!",descriptive,"You ought to try LKT XT Pro, light, tacky, very spinny, great for chopping, blocking, serves, hitting and top spinning!Oh and cheap!","['You', 'ought', 'to', 'try', 'LKT', 'XT', 'Pro', ',', 'light', ',', 'tacky', ',', 'very', 'spinny', ',', 'great', 'for', 'chopping', ',', 'blocking', ',', 'serves', ',', 'hitting', 'and', 'top', 'spinning', '!', 'Oh', 'and', 'cheap', '!']",[],[],1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[48],['greater'],['spinny'],[],[],[],[]
1445,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"With Tenergy, you need a mere micro wrist movement to blast the ball with loads of spin.Donic Slice 40 and Tackiness Chop 2 are quite tacky but not Chinese tacky.",descriptive,"With Butterfly-Tenergy, you need a mere micro wrist movement to blast the ball with loads of spin.Donic-Slice-40 and Tackiness Chop 2 are quite tacky but not Chinese tacky.","['With', 'Butterfly-Tenergy', ',', 'you', 'need', 'a', 'mere', 'micro', 'wrist', 'movement', 'to', 'blast', 'the', 'ball', 'with', 'loads', 'of', 'spin.Donic-Slice-40', 'and', 'Tackiness', 'Chop', '2', 'are', 'quite', 'tacky', 'but', 'not', 'Chinese', 'tacky', '.']",['Butterfly-Tenergy'],[5],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1447,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,The Donic was pretty light.,descriptive,The Donic was pretty light.,"['The', 'Donic', 'was', 'pretty', 'light', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1448,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,I always thought the reason they used Tenergy on the backhand was because you get less power on the backhand and H3 requires a lot of power to be used properly.,descriptive,I always thought the reason they used Butterfly-Tenergy on the backhand was because you get less power on the backhand and DHS-Hurricane-3 requires a lot of power to be used properly.,"['I', 'always', 'thought', 'the', 'reason', 'they', 'used', 'Butterfly-Tenergy', 'on', 'the', 'backhand', 'was', 'because', 'you', 'get', 'less', 'power', 'on', 'the', 'backhand', 'and', 'DHS-Hurricane-3', 'requires', 'a', 'lot', 'of', 'power', 'to', 'be', 'used', 'properly', '.']","['Butterfly-Tenergy', 'DHS-Hurricane-3']","[38, 123]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[82],['less'],['less'],[],[],[],[]
1450,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"Currently I'm using 9000 on my backhand, its fairly tacky.",descriptive,"Currently I'm using 9000 on my backhand, its fairly tacky.","['Currently', 'I', ""'m"", 'using', '9000', 'on', 'my', 'backhand', ',', 'its', 'fairly', 'tacky', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1451,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,Nothing I've come across is as tacky as 729 back in the 1980s - that stuff would pick up a ball (albeit a 38mm one) when just cleaned.,descriptive,Nothing I've come across is as tacky as 729 back in the 1980s - that stuff would pick up a ball (albeit a 38mm one) when just cleaned.,"['Nothing', 'I', ""'ve"", 'come', 'across', 'is', 'as', 'tacky', 'as', '729', 'back', 'in', 'the', '1980s', '-', 'that', 'stuff', 'would', 'pick', 'up', 'a', 'ball', '(', 'albeit', 'a', '38mm', 'one', ')', 'when', 'just', 'cleaned', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[28],['equal'],['as tacky as'],['tackiness']
1453,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,Back then we thought 729 was fast (mainly because it had hard sponge) and beginners were warned it was hard to use.,descriptive,Back then we thought 729 was fast (mainly because it had hard sponge) and beginners were warned it was hard to use.,"['Back', 'then', 'we', 'thought', '729', 'was', 'fast', '(', 'mainly', 'because', 'it', 'had', 'hard', 'sponge', ')', 'and', 'beginners', 'were', 'warned', 'it', 'was', 'hard', 'to', 'use', '.']",[],[],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1470,5f6c281f4272aba9ab7756de,Tacky inverted rubbers vs non-tacky rubbers,"I put T05 on it and it gives mostly ""slow motion"" very spinny loops, that lover level players block way off the table.",descriptive,"I put Butterfly-Tenergy-05 on it and it gives mostly ""slow motion"" very spinny loops, that lover level players block way off the table.","['I', 'put', 'Butterfly-Tenergy-05', 'on', 'it', 'and', 'it', 'gives', 'mostly', '``', 'slow', 'motion', ""''"", 'very', 'spinny', 'loops', ',', 'that', 'lover', 'level', 'players', 'block', 'way', 'off', 'the', 'table', '.']",['Butterfly-Tenergy-05'],[6],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[38, 55]","['less', 'greater']","['low', 'spinny']",[54],['less'],['slow'],['speed']
